# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Dec  6 23:03:15 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
Kepler-1369 b,Kepler-1369,1,1,Transit,2016,0.1741,,,0,0.0242,,,0,M-R relationship,,5761,132.7,-110.01,0,0.99,0.15,-0.08,0,0.99,0.06,-0.06,0
Kepler-137 b,Kepler-137,1,2,Transit,2014,0.077,,,0,0.00869,,,0,M-R relationship,,5187,100,-100,0,0.8,0.06,-0.06,0,0.91,0.03,-0.03,0
Kepler-137 c,Kepler-137,1,2,Transit,2014,0.13,,,0,0.0132,,,0,M-R relationship,,5187,100,-100,0,0.8,0.06,-0.06,0,0.91,0.03,-0.03,0
Kepler-1370 b,Kepler-1370,1,2,Transit,2016,0.1495,,,0,0.0127,,,0,M-R relationship,,6202,115.03,-131.46,0,1.29,0.46,-0.18,0,1.19,0.15,-0.09,0
Kepler-1370 c,Kepler-1370,1,2,Transit,2016,0.0767,,,0,0.00678,,,0,M-R relationship,,6202,115.03,-131.46,0,1.29,0.46,-0.18,0,1.19,0.15,-0.09,0
Kepler-1371 b,Kepler-1371,1,2,Transit,2016,0.0393,,,0,0.00099,,,0,M-R relationship,,5361,70.81,-74.06,0,0.83,0.07,-0.06,0,0.87,0.04,-0.05,0
Kepler-1371 c,Kepler-1371,1,2,Transit,2016,0.0274,,,0,0.00062,,,0,M-R relationship,,5361,70.81,-74.06,0,0.83,0.07,-0.06,0,0.87,0.04,-0.05,0
Kepler-1372 b,Kepler-1372,1,1,Transit,2016,0.024,,,0,0.00678,,,0,M-R relationship,,5677,76.2,-103.14,0,0.97,0.26,-0.08,0,0.98,0.05,-0.05,0
Kepler-1373 b,Kepler-1373,1,1,Transit,2016,0.0242,,,0,0.00521,,,0,M-R relationship,,6299,169.62,-170.73,0,1.33,0.62,-0.2,0,1.22,0.2,-0.12,0
Kepler-1374 b,Kepler-1374,1,1,Transit,2016,0.0918,,,0,0.0184,,,0,M-R relationship,,5323,108.36,-85.42,0,0.81,0.06,-0.06,0,0.85,0.05,-0.06,0
Kepler-1375 b,Kepler-1375,1,1,Transit,2016,0.0471,,,0,0.0116,,,0,M-R relationship,,6704,142.25,-207.96,0,1.78,0.69,-0.34,0,1.47,0.22,-0.16,0
Kepler-1376 b,Kepler-1376,1,1,Transit,2016,0.0598,,,0,0.00364,,,0,M-R relationship,,5659,64.1,-77.43,0,0.97,0.18,-0.07,0,0.98,0.04,-0.04,0
Kepler-1377 b,Kepler-1377,1,1,Transit,2016,0.0153,,,0,0.0066,,,0,M-R relationship,,5218,42.47,-53.61,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0
Kepler-1378 b,Kepler-1378,1,1,Transit,2016,0.0885,,,0,0.0172,,,0,M-R relationship,,4407,93.22,-65.02,0,0.67,0.02,-0.02,0,0.7,0.02,-0.02,0
Kepler-1379 b,Kepler-1379,1,1,Transit,2016,0.0171,,,0,0.00705,,,0,M-R relationship,,5188,78.92,-114.14,0,0.79,0.05,-0.05,0,0.83,0.04,-0.05,0
Kepler-138 b,Kepler-138,1,3,Transit,2014,0.076,0.0033,-0.0033,0,0.00021,0.00019,-0.00012,0,Mass,M1 V,3841,49,-49,0,0.44,0.02,-0.02,0,0.52,0.06,-0.06,0
Kepler-138 c,Kepler-138,1,3,Transit,2014,0.0906,0.00324,-0.00324,0,0.0062,0.00602,-0.00352,0,Mass,M1 V,3841,49,-49,0,0.44,0.02,-0.02,0,0.52,0.06,-0.06,0
Kepler-138 d,Kepler-138,1,3,Transit,2014,0.12781,0.00456,-0.00456,0,0.00201,0.00212,-0.00122,0,Mass,M1 V,3841,49,-49,0,0.44,0.02,-0.02,0,0.52,0.06,-0.06,0
Kepler-1380 b,Kepler-1380,1,1,Transit,2016,0.0917,,,0,0.00829,,,0,M-R relationship,,5570,64.32,-82.2,0,0.94,0.16,-0.06,0,0.96,0.05,-0.04,0
Kepler-1381 b,Kepler-1381,1,1,Transit,2016,0.1728,,,0,0.0179,,,0,M-R relationship,,5747,83.75,-73.16,0,0.94,0.11,-0.07,0,0.96,0.05,-0.07,0
Kepler-1382 b,Kepler-1382,1,1,Transit,2016,0.1404,,,0,0.0132,,,0,M-R relationship,,6161,92.38,-96.56,0,1.72,0.35,-0.31,0,1.36,0.12,-0.1,0
Kepler-1383 b,Kepler-1383,1,1,Transit,2016,0.1179,,,0,0.00809,,,0,M-R relationship,,6370,285.54,-259.89,0,1.44,0.64,-0.29,0,1.26,0.24,-0.16,0
Kepler-1384 b,Kepler-1384,1,1,Transit,2016,0.1126,,,0,0.0139,,,0,M-R relationship,,4919,158.66,-126.82,0,0.74,0.04,-0.04,0,0.78,0.04,-0.05,0
Kepler-1385 b,Kepler-1385,1,1,Transit,2016,0.0415,,,0,0.00171,,,0,M-R relationship,,5732,65.47,-58.33,0,1.29,0.3,-0.2,0,1.15,0.1,-0.05,0
Kepler-1386 b,Kepler-1386,1,1,Transit,2016,0.068,,,0,0.00651,,,0,M-R relationship,,5733,71.22,-88,0,1.03,0.31,-0.1,0,1.02,0.06,-0.05,0
Kepler-1387 b,Kepler-1387,1,1,Transit,2016,0.031,,,0,0.00236,,,0,M-R relationship,,5046,67.56,-88.55,0,0.77,0.04,-0.03,0,0.82,0.04,-0.04,0
Kepler-1388 b,Kepler-1388,1,4,Transit,2016,0.0882,,,0,0.0227,,,0,M-R relationship,,4098,48.16,-51.9,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0
Kepler-1388 c,Kepler-1388,1,4,Transit,2016,0.0519,,,0,0.018,,,0,M-R relationship,,4098,48.16,-51.9,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0
Kepler-1388 d,Kepler-1388,1,4,Transit,2016,0.126,,,0,0.0269,,,0,M-R relationship,,4098,48.16,-51.9,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0
Kepler-1388 e,Kepler-1388,1,4,Transit,2016,0.1861,,,0,0.0208,,,0,M-R relationship,,4098,48.16,-51.9,0,0.61,0.02,-0.03,0,0.63,0.02,-0.03,0
Kepler-1389 b,Kepler-1389,1,1,Transit,2016,0.3869,,,0,0.0119,,,0,M-R relationship,,5078,47.05,-46.72,0,0.74,0.02,-0.02,0,0.81,0.03,-0.03,0
Kepler-139 b,Kepler-139,1,2,Transit,2014,0.127,,,0,0.0282,,,0,M-R relationship,,5594,100,-100,0,1.3,0.25,-0.25,0,1.05,0.04,-0.04,0
Kepler-139 c,Kepler-139,1,2,Transit,2014,0.586,,,0,0.0357,,,0,M-R relationship,,5594,100,-100,0,1.3,0.25,-0.25,0,1.05,0.04,-0.04,0
Kepler-1390 b,Kepler-1390,1,1,Transit,2016,0.0662,,,0,0.00553,,,0,M-R relationship,,5753,141.59,-169.25,0,0.98,0.2,-0.1,0,0.98,0.07,-0.07,0
Kepler-1391 b,Kepler-1391,1,1,Transit,2016,0.2768,,,0,0.0109,,,0,M-R relationship,,5840,90.4,-77.55,0,1.1,0.17,-0.11,0,1.03,0.05,-0.04,0
Kepler-1392 b,Kepler-1392,1,1,Transit,2016,0.1189,,,0,0.0142,,,0,M-R relationship,,5479,80.63,-80.97,0,0.85,0.09,-0.07,0,0.88,0.05,-0.06,0
Kepler-1393 b,Kepler-1393,1,1,Transit,2016,0.0337,,,0,0.00137,,,0,M-R relationship,,5697,65.18,-56.74,0,0.92,0.05,-0.04,0,0.95,0.04,-0.05,0
Kepler-1394 b,Kepler-1394,1,1,Transit,2016,0.0555,,,0,0.0079,,,0,M-R relationship,,6481,65.36,-62.24,0,2.55,0.35,-0.39,0,1.64,0.09,-0.12,0
Kepler-1395 b,Kepler-1395,1,1,Transit,2016,0.0494,,,0,0.00137,,,0,M-R relationship,,6138,66.83,-60.63,0,1.23,0.12,-0.08,0,1.17,0.04,-0.03,0
Kepler-1396 b,Kepler-1396,1,1,Transit,2016,0.1406,,,0,0.0155,,,0,M-R relationship,,6195,181.71,-189.71,0,1.27,0.46,-0.18,0,1.18,0.17,-0.1,0
Kepler-1397 b,Kepler-1397,1,1,Transit,2016,0.2602,,,0,0.0113,,,0,M-R relationship,,6026,97.07,-95.81,0,1.12,0.11,-0.08,0,1.09,0.04,-0.05,0
Kepler-1398 b,Kepler-1398,1,2,Transit,2016,0.0392,,,0,0.0021,,,0,M-R relationship,,6126,115.41,-125.42,0,1.18,0.37,-0.14,0,1.13,0.12,-0.08,0
Kepler-1398 c,Kepler-1398,1,2,Transit,2016,0.051,,,0,0.0034,,,0,M-R relationship,,6126,115.41,-125.42,0,1.18,0.37,-0.14,0,1.13,0.12,-0.08,0
Kepler-1399 b,Kepler-1399,1,1,Transit,2016,0.0276,,,0,0.0066,,,0,M-R relationship,,5735,112.36,-112.34,0,0.96,0.16,-0.08,0,0.97,0.06,-0.06,0
Kepler-14 b,Kepler-14,2,1,Transit,2011,0.0771,0.0012,-0.0012,0,8.4,0.35,-0.34,0,Mass,,6395,60,-60,0,2.05,0.11,-0.08,0,1.51,0.04,-0.04,0
Kepler-140 b,Kepler-140,1,2,Transit,2014,0.045,,,0,0.0101,,,0,M-R relationship,,6077,136,-136,0,1.29,0.24,-0.24,0,1.15,0.03,-0.03,0
Kepler-140 c,Kepler-140,1,2,Transit,2014,0.414,,,0,0.0123,,,0,M-R relationship,,6077,136,-136,0,1.29,0.24,-0.24,0,1.15,0.03,-0.03,0
Kepler-1400 b,Kepler-1400,1,1,Transit,2016,0.0771,,,0,0.0102,,,0,M-R relationship,,5044,43.82,-45.77,0,0.78,0.04,-0.03,0,0.83,0.03,-0.04,0
Kepler-1401 b,Kepler-1401,1,1,Transit,2016,0.0975,,,0,0.0109,,,0,M-R relationship,,5964,104.96,-124.67,0,1.1,0.23,-0.12,0,1.07,0.07,-0.06,0
Kepler-1402 b,Kepler-1402,1,1,Transit,2016,0.0322,,,0,0.00114,,,0,M-R relationship,,5416,64.99,-74.47,0,0.87,0.08,-0.05,0,0.9,0.04,-0.04,0
Kepler-1403 b,Kepler-1403,1,1,Transit,2016,0.064,,,0,0.0164,,,0,M-R relationship,,6060,144.25,-145.9,0,1.15,0.29,-0.13,0,1.11,0.1,-0.07,0
Kepler-1404 b,Kepler-1404,1,1,Transit,2016,0.1143,,,0,0.0148,,,0,M-R relationship,,5261,99.17,-104.59,0,0.8,0.05,-0.05,0,0.84,0.05,-0.05,0
Kepler-1405 b,Kepler-1405,1,1,Transit,2016,0.1778,,,0,0.0467,,,0,M-R relationship,,5925,156.83,-211.16,0,1.07,0.23,-0.12,0,1.05,0.08,-0.08,0
Kepler-1406 b,Kepler-1406,1,1,Transit,2016,0.0987,,,0,0.0043,,,0,M-R relationship,,5892,61.02,-55.69,0,1.12,0.18,-0.11,0,1.05,0.04,-0.04,0
Kepler-1407 b,Kepler-1407,1,1,Transit,2016,0.1502,,,0,0.0179,,,0,M-R relationship,,6010,158.66,-154.68,0,1.15,0.27,-0.14,0,1.1,0.1,-0.08,0
Kepler-1408 b,Kepler-1408,1,1,Transit,2016,0.0425,,,0,0.00201,,,0,M-R relationship,,6170,99.15,-2360.24,0,1.35,104.53,-0.23,0,1.21,1,-0.1,0
Kepler-1409 b,Kepler-1409,1,1,Transit,2016,0.0152,,,0,0.00352,,,0,M-R relationship,,5160,76.61,-73.84,0,0.79,0.04,-0.04,0,0.83,0.04,-0.04,0
Kepler-141 b,Kepler-141,1,2,Transit,2014,0.039,,,0,0.00081,,,0,M-R relationship,,4910,100,-100,0,0.79,0.04,-0.04,0,1,0.02,-0.02,0
Kepler-141 c,Kepler-141,1,2,Transit,2014,0.067,,,0,0.00809,,,0,M-R relationship,,4910,100,-100,0,0.79,0.04,-0.04,0,1,0.02,-0.02,0
Kepler-1410 b,Kepler-1410,1,1,Transit,2016,0.2543,0.0043,-0.0038,0,0.012,,,0,M-R relationship,,4092,100.24,-77.85,0,0.6,0.03,-0.04,0,0.63,0.04,-0.04,0
Kepler-1411 b,Kepler-1411,1,1,Transit,2016,0.4001,,,0,0.0263,,,0,M-R relationship,,5664,67.78,-68.48,0,0.92,0.13,-0.07,0,0.95,0.05,-0.06,0
Kepler-1412 b,Kepler-1412,1,1,Transit,2016,0.0461,,,0,0.00157,,,0,M-R relationship,,5880,80.65,-68.91,0,1.27,0.23,-0.18,0,1.06,0.05,-0.04,0
Kepler-1413 b,Kepler-1413,1,1,Transit,2016,0.1066,,,0,0.0125,,,0,M-R relationship,,5196,117.54,-117.21,0,0.8,0.05,-0.05,0,0.84,0.04,-0.05,0
Kepler-1414 b,Kepler-1414,1,1,Transit,2016,0.0426,,,0,0.00642,,,0,M-R relationship,,4951,74.11,-76.49,0,0.75,0.03,-0.04,0,0.8,0.04,-0.04,0
Kepler-1415 b,Kepler-1415,1,1,Transit,2016,0.0144,,,0,0.00696,,,0,M-R relationship,,5267,55.51,-59.06,0,0.84,0.06,-0.04,0,0.89,0.04,-0.04,0
Kepler-1416 b,Kepler-1416,1,1,Transit,2016,0.0257,,,0,0.00193,,,0,M-R relationship,,6019,321.69,-283.99,0,1.15,0.43,-0.18,0,1.09,0.2,-0.11,0
Kepler-1417 b,Kepler-1417,1,1,Transit,2016,0.1431,,,0,0.00306,,,0,M-R relationship,,5839,93.84,-137.75,0,1.02,0.2,-0.09,0,1.02,0.06,-0.06,0
Kepler-1418 b,Kepler-1418,1,1,Transit,2016,0.131,,,0,0.0107,,,0,M-R relationship,,4770,59.97,-63.35,0,0.72,0.02,-0.03,0,0.77,0.03,-0.04,0
Kepler-1419 b,Kepler-1419,1,1,Transit,2016,0.2391,,,0,0.0269,,,0,M-R relationship,,5796,113.94,-157.22,0,1.01,0.23,-0.1,0,1.01,0.06,-0.07,0
Kepler-142 b,Kepler-142,1,3,Transit,2014,0.032,,,0,0.0145,,,0,M-R relationship,,5790,100,-100,0,1.27,0.24,-0.24,0,0.99,0.04,-0.04,0
Kepler-142 c,Kepler-142,1,3,Transit,2014,0.057,,,0,0.0269,,,0,M-R relationship,,5790,100,-100,0,1.27,0.24,-0.24,0,0.99,0.04,-0.04,0
Kepler-142 d,Kepler-142,1,3,Transit,2014,0.242,,,0,0.0167,,,0,M-R relationship,,5790,100,-100,0,1.27,0.24,-0.24,0,0.99,0.04,-0.04,0
Kepler-1420 b,Kepler-1420,1,1,Transit,2016,0.0671,,,0,0.00687,,,0,M-R relationship,,5187,207.12,-171.94,0,0.79,0.07,-0.06,0,0.82,0.06,-0.06,0
Kepler-1421 b,Kepler-1421,1,1,Transit,2016,0.0762,,,0,0.00236,,,0,M-R relationship,,6335,73.18,-69.44,0,1.42,0.29,-0.16,0,1.25,0.09,-0.06,0
Kepler-1422 b,Kepler-1422,1,1,Transit,2016,0.1499,,,0,0.0149,,,0,M-R relationship,,6194,143.17,-121.64,0,1.23,0.24,-0.15,0,1.15,0.09,-0.08,0
Kepler-1423 b,Kepler-1423,1,1,Transit,2016,0.1586,,,0,0.00377,,,0,M-R relationship,,4939,85.32,-84.66,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0
Kepler-1424 b,Kepler-1424,1,1,Transit,2016,0.1861,,,0,0.00521,,,0,M-R relationship,,5838,94.69,-90.41,0,1.07,0.14,-0.09,0,1.02,0.05,-0.04,0
Kepler-1425 b,Kepler-1425,1,1,Transit,2016,0.1038,,,0,0.00245,,,0,M-R relationship,,5718,170.34,-173.56,0,0.95,0.16,-0.09,0,0.97,0.07,-0.07,0
Kepler-1426 b,Kepler-1426,1,1,Transit,2016,0.1187,,,0,0.00961,,,0,M-R relationship,,5831,81.81,-107.42,0,1.02,0.21,-0.09,0,1.02,0.06,-0.06,0
Kepler-1427 b,Kepler-1427,1,1,Transit,2016,0.0197,,,0,0.0043,,,0,M-R relationship,,5793,120.55,-179.64,0,1.01,0.2,-0.1,0,1.01,0.07,-0.07,0
Kepler-1428 b,Kepler-1428,1,1,Transit,2016,0.1059,,,0,0.0105,,,0,M-R relationship,,6184,53.72,-58.83,0,1.36,0.1,-0.08,0,1.28,0.03,-0.03,0
Kepler-1429 b,Kepler-1429,1,1,Transit,2016,0.055,,,0,0.00696,,,0,M-R relationship,,5902,68.85,-77,0,1.07,0.28,-0.1,0,1.05,0.06,-0.06,0
Kepler-143 b,Kepler-143,1,2,Transit,2014,0.127,,,0,0.0201,,,0,M-R relationship,,5848,168,-168,0,1.36,0.32,-0.32,0,1.06,0.06,-0.05,0
Kepler-143 c,Kepler-143,1,2,Transit,2014,0.181,,,0,0.0355,,,0,M-R relationship,,5848,168,-168,0,1.36,0.32,-0.32,0,1.06,0.06,-0.05,0
Kepler-1430 b,Kepler-1430,1,1,Transit,2016,0.0304,,,0,0.00553,,,0,M-R relationship,,4796,46.68,-59.94,0,0.72,0.02,-0.04,0,0.77,0.04,-0.05,0
Kepler-1431 b,Kepler-1431,1,1,Transit,2016,0.0648,,,0,0.00869,,,0,M-R relationship,,5806,77.08,-100.35,0,1.03,0.29,-0.1,0,1.03,0.06,-0.05,0
Kepler-1432 b,Kepler-1432,1,1,Transit,2016,0.1696,,,0,0.0175,,,0,M-R relationship,,6031,121.96,-137.46,0,1.13,0.29,-0.13,0,1.09,0.09,-0.07,0
Kepler-1433 b,Kepler-1433,1,1,Transit,2016,0.0516,,,0,0.00961,,,0,M-R relationship,,6097,97.58,-116.39,0,1.19,0.33,-0.13,0,1.14,0.11,-0.07,0
Kepler-1434 b,Kepler-1434,1,1,Transit,2016,0.0894,,,0,0.00444,,,0,M-R relationship,,6291,88.58,-88.27,0,2.04,0.37,-0.34,0,1.47,0.13,-0.12,0
Kepler-1435 b,Kepler-1435,1,1,Transit,2016,0.0546,,,0,0.00178,,,0,M-R relationship,,6356,74.81,-65.48,0,1.32,0.18,-0.11,0,1.21,0.06,-0.06,0
Kepler-1436 b,Kepler-1436,1,1,Transit,2016,0.0907,,,0,0.00714,,,0,M-R relationship,,5972,141.9,-172.48,0,1.09,0.29,-0.14,0,1.06,0.08,-0.08,0
Kepler-1437 b,Kepler-1437,1,1,Transit,2016,0.0951,,,0,0.00771,,,0,M-R relationship,,5557,78.69,-80.38,0,0.9,0.11,-0.06,0,0.93,0.04,-0.05,0
Kepler-1438 b,Kepler-1438,1,1,Transit,2016,0.0346,,,0,0.00245,,,0,M-R relationship,,5530,56.64,-67.02,0,0.96,0.19,-0.07,0,0.97,0.05,-0.05,0
Kepler-1439 b,Kepler-1439,1,1,Transit,2016,0.0594,,,0,0.00859,,,0,M-R relationship,,3578,54.92,-51.71,0,0.43,0.04,-0.05,0,0.46,0.04,-0.06,0
Kepler-144 b,Kepler-144,1,2,Transit,2014,0.066,,,0,0.00733,,,0,M-R relationship,,6075,131,-131,0,1.24,0.24,-0.24,0,1.15,0.02,-0.02,0
Kepler-144 c,Kepler-144,1,2,Transit,2014,0.094,,,0,0.00752,,,0,M-R relationship,,6075,131,-131,0,1.24,0.24,-0.24,0,1.15,0.02,-0.02,0
Kepler-1440 b,Kepler-1440,1,1,Transit,2016,0.2274,,,0,0.00669,,,0,M-R relationship,,5698,66.72,-68.65,0,0.96,0.17,-0.07,0,0.98,0.04,-0.05,0
Kepler-1441 b,Kepler-1441,1,1,Transit,2016,0.2346,,,0,0.00714,,,0,M-R relationship,,5802,122.74,-150.6,0,1,0.16,-0.09,0,1,0.06,-0.06,0
Kepler-1442 b,Kepler-1442,1,1,Transit,2016,0.4039,,,0,0.0461,,,0,M-R relationship,,6394,77,-77.61,0,1.44,0.13,-0.1,0,1.34,0.05,-0.05,0
Kepler-1443 b,Kepler-1443,1,1,Transit,2016,0.0368,,,0,0.00274,,,0,M-R relationship,,6289,83.36,-68.31,0,1.27,0.12,-0.09,0,1.19,0.05,-0.05,0
Kepler-1444 b,Kepler-1444,1,1,Transit,2016,0.2015,,,0,0.017,,,0,M-R relationship,,5810,85.52,-70.49,0,1.05,0.12,-0.08,0,1.03,0.04,-0.04,0
Kepler-1445 b,Kepler-1445,1,1,Transit,2016,0.0948,,,0,0.00264,,,0,M-R relationship,,6150,71.3,-60.88,0,1.26,0.26,-0.15,0,1.13,0.07,-0.06,0
Kepler-1446 b,Kepler-1446,1,1,Transit,2016,0.0141,,,0,0.0015,,,0,M-R relationship,,4865,43.69,-52.46,0,0.75,0.01,-0.01,0,0.81,0.02,-0.02,0
Kepler-1447 b,Kepler-1447,1,1,Transit,2016,0.2836,,,0,0.0275,,,0,M-R relationship,,5722,108.69,-88.46,0,0.95,0.16,-0.07,0,0.97,0.05,-0.06,0
Kepler-1448 b,Kepler-1448,1,1,Transit,2016,0.1058,,,0,0.0101,,,0,M-R relationship,,5774,89.88,-66.69,0,0.93,0.12,-0.08,0,0.95,0.06,-0.07,0
Kepler-1449 b,Kepler-1449,1,1,Transit,2016,0.1176,,,0,0.0109,,,0,M-R relationship,,5979,98.77,-97.37,0,1.1,0.23,-0.11,0,1.08,0.07,-0.06,0
Kepler-145 b,Kepler-145,1,2,Transit,2013,0.1699,,,0,0.117,0.036,-0.036,0,Mass,,6022,54,-54,0,1.85,0.05,-0.05,0,1.32,0.1,-0.1,0
Kepler-145 c,Kepler-145,1,2,Transit,2013,0.2578,,,0,0.25,0.052,-0.052,0,Mass,,6022,54,-54,0,1.85,0.05,-0.05,0,1.32,0.1,-0.1,0
Kepler-1450 b,Kepler-1450,1,1,Transit,2016,0.2401,,,0,0.0112,,,0,M-R relationship,,4524,104.75,-94.04,0,0.68,0.03,-0.04,0,0.71,0.03,-0.04,0
Kepler-1451 b,Kepler-1451,1,1,Transit,2016,0.2101,,,0,0.0352,,,0,M-R relationship,,5782,133.65,-186.17,0,0.99,0.18,-0.1,0,1,0.07,-0.07,0
Kepler-1452 b,Kepler-1452,1,1,Transit,2016,0.2697,,,0,0.0244,,,0,M-R relationship,,6101,90.21,-112.92,0,2.06,0.28,-0.26,0,1.41,0.11,-0.14,0
Kepler-1453 b,Kepler-1453,1,1,Transit,2016,0.262,,,0,0.0239,,,0,M-R relationship,,5665,68.09,-70.11,0,0.94,0.15,-0.07,0,0.97,0.04,-0.05,0
Kepler-1454 b,Kepler-1454,1,1,Transit,2016,0.2447,,,0,0.0132,,,0,M-R relationship,,5448,59.86,-64.34,0,0.86,0.08,-0.05,0,0.9,0.04,-0.05,0
Kepler-1455 b,Kepler-1455,1,1,Transit,2016,0.2149,0.0055,-0.0054,0,0.0167,,,0,M-R relationship,,4075,61.23,-57.4,0,0.6,0.03,-0.04,0,0.62,0.03,-0.04,0
Kepler-1456 b,Kepler-1456,1,1,Transit,2016,0.1132,,,0,0.00489,,,0,M-R relationship,,4231,68.4,-85.61,0,0.62,0.04,-0.07,0,0.64,0.05,-0.08,0
Kepler-1457 b,Kepler-1457,1,1,Transit,2016,0.2668,,,0,0.0145,,,0,M-R relationship,,5866,137.28,-119.79,0,1.01,0.15,-0.1,0,1.01,0.07,-0.07,0
Kepler-1458 b,Kepler-1458,1,1,Transit,2016,0.2495,,,0,0.0253,,,0,M-R relationship,,5653,119.66,-136.13,0,0.94,0.14,-0.07,0,0.96,0.05,-0.05,0
Kepler-1459 b,Kepler-1459,1,1,Transit,2016,0.2829,,,0,0.00761,,,0,M-R relationship,,4828,42.43,-40.76,0,0.74,0.02,-0.03,0,0.78,0.03,-0.04,0
Kepler-146 b,Kepler-146,1,2,Transit,2014,0.2,,,0,0.0418,,,0,M-R relationship,,5948,100,-100,0,1.21,0.23,-0.23,0,1.1,0.05,-0.04,0
Kepler-146 c,Kepler-146,1,2,Transit,2014,0.364,,,0,0.0313,,,0,M-R relationship,,5948,100,-100,0,1.21,0.23,-0.23,0,1.1,0.05,-0.04,0
Kepler-1460 b,Kepler-1460,1,1,Transit,2016,0.1614,,,0,0.0142,,,0,M-R relationship,,4422,43.62,-45.02,0,0.67,0.02,-0.04,0,0.7,0.03,-0.05,0
